0,-2.228844654444445
1,-0.9015221441666679
2,-3.2934082158333324
3,-1.2834591277203053
4,-0.7760661538636365
5,-2.746263725284483
6,-2.495422235476191
7,-2.3586030343859647
8,-2.5515421121626978
9,-3.8598293318181813
10,-0.6535412824999997
11,-2.0982415550208344
12,-0.09422804375000293
13,0.043644894999999906
14,-2.7170261749479145
15,-1.4002619573333326
16,-1.5190405165476182
17,-2.609685090876373
18,-2.1784547487037034
19,-1.3213937337500004
20,-2.7353253783333344
21,-0.16844641499999588
22,-2.806436942654322
23,-2.934489389913794
24,-0.773776867499997
25,-1.9568740418749997
26,-0.6502951806249975
27,-0.014344134166667466
28,-0.654173206938775
29,-1.3936056024999988
30,-0.19873144991228067
31,-1.6327487432916665
32,-0.4824770112500012
33,0.177609358125
34,-2.153581606572918
35,-2.1693735086458337
36,-0.5543445366666658
37,-0.9990614762758618
38,-0.6461375420000024
39,-3.9713494802499993
40,-0.005344626875005698
41,-1.3225631381249983
42,-2.228964725172415
43,-3.0675481676666676
44,-1.6238103435833264
45,-3.1020036003752542
46,-1.531324562523511
47,-0.6405965739583341
48,-3.3600145314285714
49,-0.5856188020833342
50,-3.0210726285714293
51,-2.0321092503065135
52,-0.7277952545518209
53,-2.3032615625000004
54,-0.8592984466666659
55,-0.4469025109999961
56,-1.7479177072077923
57,-3.1886113308333335
58,-2.0435932645833326
59,-0.5453603755882338
60,-2.5492147572727273
61,-0.23252047207031268
62,-2.165084871354167
63,-0.05116542781609201
64,-1.7705577220408146
65,-0.302516447875
66,-0.30446201666666656
67,-3.094573522745849
68,-3.586965255233333
69,-2.181571264955357
70,-1.557137906
71,-2.3129027943055576
72,-0.12048148374999812
73,-0.4210184652380953
74,-0.5565706387931044
75,-0.37469696291666743
76,-1.2842973102499997
77,-2.3382018585036946
78,-0.45913238599999884
79,-1.3705237164192718
80,-1.240844728214282
81,-0.5534546709999987
82,-1.9403558788129975
83,-2.6278196602192976
84,-2.417686388577586
85,-0.45365477393749953
86,-2.957641276156555
87,-0.6073584458333351
88,-0.295905144715278
89,-0.6830198629166683
90,-0.6917015276388933
91,-1.4722196597916666
92,-0.8013510275000009
93,-2.8725930005357148
94,-2.1518156750680264
95,-0.15600379999999822
96,0.039595513611111834
97,-2.9340917418799752
98,-4.082558194384236
99,-2.523788800958995
100,-2.6900287270604397
101,-3.0179365837654326
102,0.0427643600000005
103,-1.9134489911979173
104,-2.3030940822916666
105,-0.8845438987500032
106,-1.060587030167026
107,-2.530958892475198
108,-2.5125235918214286
109,-0.22893815823275698
110,-3.165723067083333
111,-2.593847818928571
112,-0.37037914209822276
113,-2.574390435391666
114,-3.6034720430689653
115,-3.0019836170689658
116,-2.378766318991858
117,-2.7356468488029098
118,-3.2621987245061725
119,-0.784516142999999
120,-0.5962811130000063
121,-1.0555137370000012
122,-0.7450613493486582
123,-0.48437973062500106
124,-1.8073645794999997
125,-3.2279547003333326
126,-0.26956944333333394
127,-2.591554100882353
128,-0.4775323405555554
129,-0.5586353450000013
130,-0.5306095941807586
131,-1.8129775997619058
132,-2.174334087500002
133,-0.9216986414285709
134,-0.456963439960937
135,-0.2292658204166642
136,-2.548817583157894
137,-1.837501564
138,-2.269225859038462
139,-3.1133783004960307
140,-1.0320729885227267
141,-2.4800746994956135
142,-0.5452760590000025
143,-0.25843901374999945
144,-0.7621017859999994
145,-0.5441532641666657
146,-0.12284646448214218
147,-0.7267530875000006
148,-0.2006631831250001
149,-0.9272910099999976
150,-2.950063116944445
151,-2.3104805398234824
152,-0.5030016966666686
153,-2.0274844764062507
154,0.8110907806249941
155,-2.286214909000001
156,-3.709680540454551
157,-2.2898712649999995
158,-1.4447384033333333
